accuracy:0.11348157376050949 time:5859502 mandolin.mx.trainer.initial-learning-rate:0.0639738333292965 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9539262652397156 time:2492088 mandolin.mx.trainer.initial-learning-rate:0.0021389288708744104 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:192 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9926411509513855 time:1544955 mandolin.mx.trainer.initial-learning-rate:0.07428043548536695 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:160 mandolin.trainer.num-epochs:140 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.11348157376050949 time:4356624 mandolin.mx.trainer.initial-learning-rate:0.008377225635294238 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9916802048683167 time:1538911 mandolin.mx.trainer.initial-learning-rate:0.04163530195313478 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9914863705635071 time:1152499 mandolin.mx.trainer.initial-learning-rate:0.035840156538925215 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:relu
accuracy:0.991431474685669 time:2589704 mandolin.mx.trainer.initial-learning-rate:0.034755431790560225 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:160 mandolin.trainer.num-epochs:160 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.991286039352417 time:2755589 mandolin.mx.trainer.initial-learning-rate:0.0037832496782166623 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9913862347602844 time:955141 mandolin.mx.trainer.initial-learning-rate:0.02048061852270941 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:relu
accuracy:0.9915787577629089 time:1309932 mandolin.mx.trainer.initial-learning-rate:0.05186089476906376 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:100 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:sigmoid
